Title,Author,Year,Genre,Price,Rating
Moby Dick,Paulo Coelho,2009,Classic,22.9,3.8
Pride and Prejudice,F. Scott Fitzgerald,1913,Fantasy,21.62,1.9
The Da Vinci Code,J.R.R. Tolkien,1922,Romance,16.49,4.0
The Girl with the Dragon Tattoo,Aldous Huxley,2022,Romance,29.81,2.3
Moby Dick,Aldous Huxley,2021,Historical,5.59,1.5
Ulysses,Markus Zusak,1892,Fantasy,25.61,1.2
Ulysses,Harper Lee,1944,Romance,17.6,3.7
Moby Dick,James Joyce,1925,Adventure,29.07,5.0
The Great Gatsby,Aldous Huxley,1972,Fiction,9.44,4.6
1984,F. Scott Fitzgerald,1950,Drama,22.82,4.3
The Da Vinci Code,J.D. Salinger,1971,Drama,11.25,5.0
Moby Dick,J.R.R. Tolkien,1882,Adventure,11.86,4.0
Pride and Prejudice,J.R.R. Tolkien,1988,Fantasy,21.91,4.9
The Girl with the Dragon Tattoo,Herman Melville,1883,Sci-Fi,14.22,2.9
Harry Potter and the Sorcerer's Stone,Jane Austen,1856,Classic,12.6,4.6
The Alchemist,Paulo Coelho,1923,Romance,27.86,2.2
Moby Dick,J.D. Salinger,1912,Romance,8.41,1.7
Ulysses,Suzanne Collins,1897,Historical,10.49,4.5
The Kite Runner,Dan Brown,2006,Fiction,22.72,3.8
The Hobbit,Suzanne Collins,1942,Drama,14.68,2.4
The Lord of the Rings,J.D. Salinger,1897,Romance,17.98,1.5
The Girl with the Dragon Tattoo,Markus Zusak,1942,Mystery,13.55,4.6
The Hunger Games,F. Scott Fitzgerald,1904,Historical,10.57,2.9
The Lord of the Rings,Suzanne Collins,1981,Fantasy,9.42,4.7
The Alchemist,Dan Brown,1939,Fiction,17.26,3.6
Ulysses,Aldous Huxley,1931,Classic,5.83,4.6
The Great Gatsby,J.R.R. Tolkien,1988,Fantasy,24.93,4.7
War and Peace,Leo Tolstoy,1873,Mystery,25.56,2.2
War and Peace,Khaled Hosseini,1957,Fiction,23.93,2.8
The Great Gatsby,Harper Lee,1855,Fiction,16.36,1.2
The Great Gatsby,Suzanne Collins,1853,Fantasy,20.0,4.7
The Catcher in the Rye,Suzanne Collins,1962,Classic,22.65,2.3
The Da Vinci Code,Stieg Larsson,2012,Drama,20.55,1.1
The Great Gatsby,J.R.R. Tolkien,2012,Sci-Fi,26.23,3.9
Ulysses,Herman Melville,1902,Fantasy,18.76,3.2
The Book Thief,F. Scott Fitzgerald,1913,Classic,16.86,3.0
The Girl with the Dragon Tattoo,J.K. Rowling,1995,Mystery,8.61,3.3
The Girl with the Dragon Tattoo,J.K. Rowling,1873,Drama,15.32,2.4
The Alchemist,Dan Brown,1985,Fantasy,13.11,1.2
Moby Dick,Jane Austen,1864,Fiction,19.56,4.3
Harry Potter and the Sorcerer's Stone,Stieg Larsson,1909,Mystery,27.77,3.4
The Lord of the Rings,Margaret Atwood,1901,Drama,10.39,1.5
The Kite Runner,George Orwell,1876,Mystery,16.95,3.0
The Great Gatsby,Stieg Larsson,1959,Fantasy,15.94,1.3
To Kill a Mockingbird,F. Scott Fitzgerald,2007,Mystery,6.37,4.8
Brave New World,Jane Austen,1909,Fiction,25.16,3.3
Moby Dick,Harper Lee,1909,Sci-Fi,20.73,3.7
The Kite Runner,Herman Melville,1911,Mystery,6.39,3.4
The Catcher in the Rye,Margaret Atwood,2013,Drama,6.89,3.3
The Kite Runner,Jane Austen,1855,Mystery,15.83,1.7
The Hobbit,Margaret Atwood,1937,Historical,7.95,2.1
Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,1930,Historical,28.88,1.3
The Book Thief,George Orwell,1959,Fantasy,13.97,2.4
1984,Paulo Coelho,2001,Adventure,23.15,4.7
The Book Thief,Leo Tolstoy,1902,Fiction,24.24,3.9
The Catcher in the Rye,Margaret Atwood,1983,Sci-Fi,27.64,3.7
To Kill a Mockingbird,Leo Tolstoy,1866,Sci-Fi,22.38,3.6
1984,Suzanne Collins,1982,Classic,11.56,2.9
Moby Dick,Stieg Larsson,1876,Sci-Fi,26.03,3.7
Harry Potter and the Sorcerer's Stone,Markus Zusak,2002,Drama,23.87,1.4
Brave New World,Markus Zusak,1950,Drama,6.91,4.0
The Hunger Games,Margaret Atwood,1880,Sci-Fi,19.79,4.3
Brave New World,Markus Zusak,1865,Romance,25.05,2.6
Ulysses,Jane Austen,2010,Adventure,19.43,2.0
To Kill a Mockingbird,J.R.R. Tolkien,2018,Romance,12.73,3.7
The Lord of the Rings,Herman Melville,1852,Romance,13.1,4.9
Ulysses,Suzanne Collins,1918,Classic,8.65,4.9
Ulysses,James Joyce,1880,Classic,17.58,1.7
The Hobbit,Markus Zusak,2016,Adventure,9.25,4.6
The Da Vinci Code,Harper Lee,1856,Mystery,17.42,4.4
1984,Dan Brown,1946,Adventure,5.52,1.3
The Hobbit,Herman Melville,2001,Fantasy,28.81,5.0
The Alchemist,Leo Tolstoy,1999,Adventure,15.66,3.0
The Book Thief,Dan Brown,2003,Sci-Fi,8.44,1.4
Harry Potter and the Sorcerer's Stone,Dan Brown,1952,Romance,14.39,2.8
The Kite Runner,Khaled Hosseini,1852,Sci-Fi,15.14,4.9
To Kill a Mockingbird,J.K. Rowling,1862,Mystery,11.37,2.9
War and Peace,Suzanne Collins,2002,Adventure,9.5,3.4
The Hobbit,George Orwell,1881,Sci-Fi,7.99,3.3
The Lord of the Rings,Markus Zusak,1917,Mystery,27.72,4.1
The Catcher in the Rye,Paulo Coelho,1971,Mystery,5.03,2.8
The Da Vinci Code,Margaret Atwood,1994,Adventure,7.62,3.0
Ulysses,Jane Austen,1906,Adventure,18.16,4.6
Harry Potter and the Sorcerer's Stone,Jane Austen,1946,Historical,28.07,3.4
The Hunger Games,Paulo Coelho,1936,Romance,17.88,2.5
The Great Gatsby,J.K. Rowling,1924,Adventure,12.69,2.5
Moby Dick,Markus Zusak,1898,Drama,16.47,3.5
Ulysses,Jane Austen,1928,Sci-Fi,27.95,3.1
Moby Dick,Paulo Coelho,1984,Fiction,27.12,4.6
The Kite Runner,Jane Austen,1999,Sci-Fi,24.17,1.2
Harry Potter and the Sorcerer's Stone,Paulo Coelho,1949,Fantasy,26.51,4.0
The Lord of the Rings,Dan Brown,1981,Adventure,20.66,2.2
The Girl with the Dragon Tattoo,Margaret Atwood,2014,Historical,6.25,3.1
The Girl with the Dragon Tattoo,J.D. Salinger,1867,Drama,26.41,3.3
The Hobbit,Margaret Atwood,1978,Drama,18.11,1.6
Brave New World,J.R.R. Tolkien,1870,Sci-Fi,12.95,2.3
The Da Vinci Code,Suzanne Collins,1961,Mystery,6.59,4.1
Moby Dick,Markus Zusak,2001,Fantasy,14.78,1.5
1984,Dan Brown,2013,Fantasy,9.5,4.7
The Da Vinci Code,Leo Tolstoy,2019,Adventure,8.68,4.2
The Da Vinci Code,Stieg Larsson,1895,Drama,23.79,3.9
The Great Gatsby,Aldous Huxley,1888,Fantasy,18.24,2.9
1984,Paulo Coelho,1862,Romance,11.47,2.1
The Girl with the Dragon Tattoo,J.D. Salinger,1882,Adventure,27.15,2.6
To Kill a Mockingbird,Aldous Huxley,2021,Classic,28.38,1.1
The Catcher in the Rye,Jane Austen,1961,Mystery,5.46,2.9
The Alchemist,Harper Lee,1953,Fiction,18.34,4.8
Pride and Prejudice,Markus Zusak,1929,Romance,22.24,2.0
The Book Thief,Margaret Atwood,1945,Fiction,25.49,3.7
The Hunger Games,Khaled Hosseini,1992,Classic,17.83,1.9
To Kill a Mockingbird,Dan Brown,1860,Mystery,29.36,1.0
The Da Vinci Code,J.K. Rowling,2013,Historical,6.78,3.2
To Kill a Mockingbird,Margaret Atwood,2010,Historical,13.13,4.7
Pride and Prejudice,Leo Tolstoy,2001,Classic,16.53,3.7
Harry Potter and the Sorcerer's Stone,F. Scott Fitzgerald,1894,Adventure,17.8,3.3
The Alchemist,J.D. Salinger,1935,Drama,8.76,3.2
1984,J.D. Salinger,1933,Adventure,15.71,4.3
Harry Potter and the Sorcerer's Stone,F. Scott Fitzgerald,1972,Romance,11.86,1.0
The Book Thief,James Joyce,1925,Historical,11.77,3.8
The Da Vinci Code,Leo Tolstoy,1940,Drama,29.96,4.6
The Da Vinci Code,Margaret Atwood,2006,Fiction,20.94,1.2
1984,F. Scott Fitzgerald,1873,Historical,18.09,4.4
Moby Dick,Herman Melville,1976,Sci-Fi,19.34,3.3
The Book Thief,J.K. Rowling,1857,Fiction,8.71,4.9
The Lord of the Rings,George Orwell,2003,Drama,28.13,1.2
Moby Dick,Markus Zusak,1985,Romance,21.22,3.2
Pride and Prejudice,Paulo Coelho,1959,Fantasy,28.69,3.7
The Great Gatsby,Leo Tolstoy,1899,Fiction,21.64,1.8
Pride and Prejudice,Khaled Hosseini,1985,Fiction,19.92,1.1
The Da Vinci Code,George Orwell,1933,Classic,25.75,1.8
The Lord of the Rings,Aldous Huxley,2023,Mystery,16.7,4.3
Harry Potter and the Sorcerer's Stone,Harper Lee,1857,Historical,18.2,1.7
To Kill a Mockingbird,Suzanne Collins,1900,Drama,13.26,3.3
The Book Thief,J.K. Rowling,1949,Drama,20.32,4.3
The Girl with the Dragon Tattoo,Markus Zusak,1871,Mystery,13.62,1.2
The Kite Runner,Paulo Coelho,1950,Fiction,6.36,4.0
War and Peace,J.R.R. Tolkien,1949,Fiction,19.06,2.4
Moby Dick,Jane Austen,1857,Fantasy,13.93,1.7
The Girl with the Dragon Tattoo,Leo Tolstoy,1879,Romance,22.29,2.2
The Girl with the Dragon Tattoo,Herman Melville,1853,Sci-Fi,12.19,2.3
The Catcher in the Rye,George Orwell,1929,Adventure,6.07,5.0
The Catcher in the Rye,J.D. Salinger,1887,Fantasy,22.17,3.4
The Girl with the Dragon Tattoo,J.K. Rowling,1910,Fantasy,14.44,2.3
Brave New World,Leo Tolstoy,1879,Adventure,7.4,2.0
The Kite Runner,Leo Tolstoy,1925,Classic,5.39,3.7
The Kite Runner,Harper Lee,1960,Fiction,28.28,1.2
The Da Vinci Code,Aldous Huxley,1999,Historical,10.36,3.7
Pride and Prejudice,Khaled Hosseini,2021,Historical,15.13,3.3
The Alchemist,J.D. Salinger,1985,Historical,15.33,3.7
The Lord of the Rings,George Orwell,1975,Adventure,12.41,4.9
The Book Thief,Markus Zusak,1892,Adventure,6.01,3.5
The Great Gatsby,Harper Lee,2023,Fantasy,7.44,2.6
The Catcher in the Rye,Markus Zusak,2015,Fantasy,26.54,1.5
The Alchemist,F. Scott Fitzgerald,1866,Mystery,29.82,3.9
The Hobbit,Margaret Atwood,1917,Historical,28.34,1.4
The Hunger Games,Markus Zusak,1853,Fiction,16.64,2.0
1984,Suzanne Collins,1893,Historical,10.44,2.5
1984,Markus Zusak,1880,Fiction,10.3,4.8
The Catcher in the Rye,Khaled Hosseini,1928,Fiction,11.47,4.4
The Book Thief,Jane Austen,1899,Adventure,6.09,2.4
The Alchemist,Markus Zusak,1850,Romance,21.99,2.8
Brave New World,Suzanne Collins,2022,Historical,5.4,2.1
The Catcher in the Rye,Paulo Coelho,2022,Drama,18.54,4.8
The Lord of the Rings,Harper Lee,1863,Sci-Fi,27.59,3.5
Pride and Prejudice,Paulo Coelho,1883,Mystery,23.02,1.4
Ulysses,Dan Brown,1912,Adventure,6.35,3.8
Brave New World,George Orwell,2024,Fantasy,17.67,3.3
The Lord of the Rings,Dan Brown,1942,Fiction,13.53,2.1
Brave New World,Jane Austen,1926,Sci-Fi,6.65,3.5
The Hobbit,Herman Melville,2015,Adventure,14.67,3.4
Brave New World,Suzanne Collins,1918,Sci-Fi,10.78,2.8
The Lord of the Rings,George Orwell,1897,Classic,22.02,2.3
Harry Potter and the Sorcerer's Stone,Jane Austen,1904,Historical,11.53,2.6
Harry Potter and the Sorcerer's Stone,George Orwell,1950,Fiction,24.89,2.4
The Girl with the Dragon Tattoo,Herman Melville,2007,Classic,8.01,1.1
The Kite Runner,Leo Tolstoy,1889,Historical,29.0,1.5
The Great Gatsby,Herman Melville,1851,Romance,25.39,1.2
The Da Vinci Code,Paulo Coelho,1921,Mystery,16.56,3.5
To Kill a Mockingbird,Harper Lee,1968,Drama,5.92,2.3
The Book Thief,Leo Tolstoy,1914,Adventure,28.03,1.5
The Hobbit,Margaret Atwood,1951,Drama,16.76,1.3
The Girl with the Dragon Tattoo,Markus Zusak,1935,Classic,21.83,4.5
The Catcher in the Rye,Suzanne Collins,1933,Adventure,24.48,1.3
War and Peace,J.R.R. Tolkien,1884,Fantasy,20.65,3.9
Ulysses,James Joyce,1939,Romance,11.37,4.6
Ulysses,George Orwell,1872,Mystery,9.22,2.2
The Hunger Games,Khaled Hosseini,1891,Historical,11.42,4.4
Brave New World,J.R.R. Tolkien,1951,Historical,12.27,4.2
War and Peace,J.R.R. Tolkien,1869,Fiction,15.95,2.0
The Book Thief,Stieg Larsson,1973,Mystery,21.16,3.4
Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,2010,Sci-Fi,29.77,3.9
The Girl with the Dragon Tattoo,Suzanne Collins,1868,Sci-Fi,22.42,3.0
The Hunger Games,Markus Zusak,1987,Drama,12.34,3.2
The Girl with the Dragon Tattoo,Jane Austen,1872,Fantasy,17.14,2.1
Ulysses,Jane Austen,1928,Historical,26.33,4.4
Moby Dick,Dan Brown,1978,Drama,27.6,1.8
1984,Stieg Larsson,1864,Fantasy,9.34,2.5
The Kite Runner,Dan Brown,1901,Adventure,8.01,4.7
The Alchemist,Suzanne Collins,1974,Historical,11.79,4.9
The Hobbit,Paulo Coelho,1931,Sci-Fi,11.95,4.0
The Lord of the Rings,James Joyce,1927,Classic,14.61,2.2
Ulysses,J.R.R. Tolkien,2006,Historical,9.94,2.9
1984,Dan Brown,1958,Sci-Fi,7.47,4.8
The Girl with the Dragon Tattoo,J.K. Rowling,1875,Drama,16.45,4.3
The Hobbit,Paulo Coelho,1946,Romance,15.72,3.5
The Catcher in the Rye,F. Scott Fitzgerald,1990,Mystery,20.2,2.7
The Catcher in the Rye,Stieg Larsson,1925,Sci-Fi,23.61,1.8
The Hobbit,Jane Austen,1980,Romance,22.16,4.5
War and Peace,Harper Lee,1905,Adventure,27.32,4.6
The Da Vinci Code,Dan Brown,1986,Fantasy,17.55,2.5
The Hobbit,Leo Tolstoy,1875,Romance,22.77,4.3
The Kite Runner,Harper Lee,1853,Sci-Fi,14.19,4.1
The Book Thief,Paulo Coelho,1945,Fantasy,27.94,2.7
The Lord of the Rings,Harper Lee,1924,Drama,26.36,3.0
The Alchemist,George Orwell,1939,Mystery,16.79,1.1
Harry Potter and the Sorcerer's Stone,Markus Zusak,1925,Classic,25.63,2.2
To Kill a Mockingbird,Paulo Coelho,2013,Historical,13.03,2.7
The Girl with the Dragon Tattoo,Aldous Huxley,1895,Historical,28.82,1.4
Ulysses,J.D. Salinger,1971,Adventure,12.82,1.0
Pride and Prejudice,Margaret Atwood,1904,Mystery,18.78,4.8
The Hunger Games,Jane Austen,1972,Drama,21.43,4.9
The Hunger Games,Herman Melville,2021,Sci-Fi,21.85,4.4
The Hunger Games,Paulo Coelho,1982,Adventure,23.31,1.0
The Book Thief,Stieg Larsson,1968,Romance,9.78,3.8
Ulysses,Herman Melville,2015,Mystery,9.71,3.1
Moby Dick,J.D. Salinger,1886,Historical,15.99,4.9
The Lord of the Rings,J.K. Rowling,1869,Drama,26.78,2.7
Pride and Prejudice,Leo Tolstoy,1883,Historical,27.21,1.8
The Hobbit,Aldous Huxley,1878,Romance,17.92,4.9
The Great Gatsby,James Joyce,1981,Sci-Fi,8.84,4.4
The Hobbit,Harper Lee,1883,Historical,9.04,1.3
The Girl with the Dragon Tattoo,Margaret Atwood,1928,Fiction,18.62,1.2
The Kite Runner,Suzanne Collins,1886,Classic,19.47,2.1
The Book Thief,George Orwell,2006,Sci-Fi,21.56,3.9
The Girl with the Dragon Tattoo,J.D. Salinger,1920,Adventure,26.21,4.9
The Da Vinci Code,Markus Zusak,1968,Historical,27.73,1.7
The Hunger Games,Jane Austen,1987,Mystery,25.33,4.4
The Da Vinci Code,James Joyce,1940,Romance,29.27,4.2
The Girl with the Dragon Tattoo,Aldous Huxley,1926,Classic,12.36,4.4
The Alchemist,James Joyce,1919,Drama,7.41,4.0
The Hunger Games,Harper Lee,2011,Sci-Fi,15.62,3.4
The Catcher in the Rye,J.D. Salinger,1889,Historical,14.75,4.7
Pride and Prejudice,Dan Brown,2014,Fantasy,13.45,3.5
The Kite Runner,Stieg Larsson,1901,Historical,13.62,2.1
Ulysses,James Joyce,1946,Classic,8.02,1.9
The Lord of the Rings,James Joyce,1942,Adventure,7.69,2.1
The Alchemist,Harper Lee,1891,Historical,23.84,2.8
Pride and Prejudice,Jane Austen,1902,Classic,26.72,3.2
The Kite Runner,Khaled Hosseini,1901,Romance,16.34,2.1
Pride and Prejudice,Suzanne Collins,1900,Historical,27.4,2.4
The Girl with the Dragon Tattoo,Jane Austen,1968,Mystery,29.93,2.2
The Alchemist,James Joyce,1850,Fiction,22.52,3.6
Pride and Prejudice,Suzanne Collins,1895,Romance,21.5,4.1
The Hobbit,Khaled Hosseini,1980,Romance,5.93,2.2
The Book Thief,J.R.R. Tolkien,1957,Historical,15.01,3.4
The Catcher in the Rye,Dan Brown,1876,Sci-Fi,16.43,3.4
Harry Potter and the Sorcerer's Stone,James Joyce,1989,Adventure,12.61,4.2
The Alchemist,F. Scott Fitzgerald,1997,Adventure,25.22,3.1
Harry Potter and the Sorcerer's Stone,Stieg Larsson,1898,Drama,9.51,1.1
The Lord of the Rings,J.K. Rowling,1948,Mystery,11.67,1.3
Pride and Prejudice,Leo Tolstoy,1974,Historical,26.83,4.5
1984,Leo Tolstoy,1946,Mystery,8.23,3.3
The Hunger Games,J.D. Salinger,1989,Mystery,7.0,1.3
The Great Gatsby,J.R.R. Tolkien,1892,Fiction,29.06,2.1
The Girl with the Dragon Tattoo,Stieg Larsson,1966,Adventure,14.48,2.5
War and Peace,Herman Melville,2024,Sci-Fi,26.21,1.6
The Great Gatsby,James Joyce,1869,Romance,17.37,4.4
War and Peace,J.K. Rowling,2013,Historical,17.85,1.5
Brave New World,Paulo Coelho,1953,Sci-Fi,11.4,4.6
The Hunger Games,Khaled Hosseini,1929,Fantasy,18.79,2.2
The Hunger Games,J.D. Salinger,1926,Sci-Fi,20.2,4.7
The Hobbit,Stieg Larsson,2013,Historical,21.13,2.1
The Hunger Games,Leo Tolstoy,1869,Sci-Fi,28.27,2.3
War and Peace,Herman Melville,1891,Classic,25.6,3.8
Moby Dick,Suzanne Collins,1978,Fantasy,6.14,2.2
Moby Dick,F. Scott Fitzgerald,1866,Sci-Fi,12.52,2.3
The Catcher in the Rye,Dan Brown,1894,Adventure,29.82,1.0
To Kill a Mockingbird,James Joyce,1983,Adventure,18.63,1.8
The Great Gatsby,James Joyce,1862,Mystery,26.22,2.9
War and Peace,Jane Austen,1945,Sci-Fi,20.93,4.3
The Girl with the Dragon Tattoo,Khaled Hosseini,1865,Sci-Fi,14.45,2.9
The Kite Runner,Paulo Coelho,1954,Classic,23.64,5.0
Brave New World,Suzanne Collins,1895,Mystery,26.28,3.8
The Girl with the Dragon Tattoo,Suzanne Collins,1882,Fantasy,6.1,3.8
The Hobbit,Jane Austen,1888,Historical,13.3,4.1
Moby Dick,J.R.R. Tolkien,1926,Fantasy,17.36,2.7
The Da Vinci Code,J.K. Rowling,1870,Fantasy,14.32,1.6
The Da Vinci Code,J.D. Salinger,1856,Sci-Fi,21.96,1.6
The Alchemist,Margaret Atwood,1922,Historical,10.56,4.8
The Great Gatsby,George Orwell,2009,Historical,24.08,3.4
To Kill a Mockingbird,Aldous Huxley,1867,Sci-Fi,21.29,1.4
The Hobbit,Aldous Huxley,1994,Drama,19.49,3.5
The Hobbit,Paulo Coelho,1894,Classic,12.91,1.7
War and Peace,Stieg Larsson,1966,Fiction,27.16,3.9
Brave New World,Harper Lee,1910,Adventure,29.26,4.8
To Kill a Mockingbird,J.K. Rowling,2004,Adventure,7.24,1.4
The Catcher in the Rye,Leo Tolstoy,1864,Romance,29.86,1.7
The Girl with the Dragon Tattoo,Markus Zusak,1893,Adventure,24.18,3.7
The Hobbit,James Joyce,2023,Mystery,21.14,2.1
The Great Gatsby,Stieg Larsson,1850,Sci-Fi,24.98,4.2
The Da Vinci Code,Jane Austen,1998,Fiction,13.75,4.8
The Great Gatsby,F. Scott Fitzgerald,1999,Fantasy,8.11,3.5
War and Peace,Stieg Larsson,1864,Classic,5.91,2.2
The Kite Runner,Suzanne Collins,2024,Fantasy,21.29,4.5
Harry Potter and the Sorcerer's Stone,James Joyce,2002,Sci-Fi,25.42,2.5
The Great Gatsby,Harper Lee,1897,Drama,7.03,4.6
The Kite Runner,Margaret Atwood,2013,Historical,8.1,3.6
The Great Gatsby,James Joyce,1926,Mystery,10.13,2.3
The Kite Runner,Aldous Huxley,1865,Historical,5.17,2.7
The Alchemist,Suzanne Collins,2001,Historical,22.92,4.1
1984,Suzanne Collins,1910,Romance,8.15,4.8
The Kite Runner,Leo Tolstoy,1990,Adventure,13.39,3.5
Ulysses,Leo Tolstoy,1856,Historical,26.87,3.6
The Da Vinci Code,Margaret Atwood,1974,Historical,16.96,4.4
War and Peace,Suzanne Collins,1940,Romance,7.01,4.2
The Da Vinci Code,Harper Lee,1891,Romance,25.83,3.8
The Book Thief,Margaret Atwood,1982,Sci-Fi,9.03,4.8
The Da Vinci Code,Margaret Atwood,1899,Romance,6.48,4.6
1984,James Joyce,1998,Mystery,20.35,4.1
The Great Gatsby,Herman Melville,1924,Drama,7.91,4.0
Pride and Prejudice,George Orwell,1880,Classic,16.19,2.4
Harry Potter and the Sorcerer's Stone,James Joyce,1852,Drama,5.02,3.4
The Hobbit,George Orwell,1884,Adventure,18.17,3.0
The Kite Runner,Harper Lee,1990,Historical,5.22,2.6
The Lord of the Rings,Markus Zusak,1952,Historical,20.8,3.1
The Alchemist,Stieg Larsson,1863,Sci-Fi,6.28,4.8
The Great Gatsby,J.R.R. Tolkien,1969,Romance,27.67,3.2
Moby Dick,Suzanne Collins,1943,Fiction,25.91,2.5
The Hunger Games,J.R.R. Tolkien,1982,Drama,13.74,4.9
Moby Dick,George Orwell,1966,Adventure,23.1,3.4
1984,Leo Tolstoy,1957,Fantasy,6.93,4.0
Brave New World,Paulo Coelho,2016,Mystery,12.63,1.7
War and Peace,Suzanne Collins,1964,Drama,15.64,1.7
Pride and Prejudice,Khaled Hosseini,1868,Classic,6.61,1.2
The Great Gatsby,J.D. Salinger,1956,Sci-Fi,18.46,2.5
The Da Vinci Code,Stieg Larsson,1888,Adventure,13.17,2.4
The Hobbit,Aldous Huxley,2023,Fiction,10.57,2.4
Harry Potter and the Sorcerer's Stone,Harper Lee,1858,Drama,15.89,2.4
The Book Thief,J.D. Salinger,2013,Sci-Fi,26.46,1.1
The Hobbit,Margaret Atwood,1977,Romance,5.46,1.9
War and Peace,George Orwell,1976,Adventure,11.73,1.9
1984,James Joyce,1998,Romance,29.81,4.5
The Book Thief,Aldous Huxley,1881,Historical,21.04,2.1
The Girl with the Dragon Tattoo,J.R.R. Tolkien,1852,Mystery,27.88,2.6
The Girl with the Dragon Tattoo,Aldous Huxley,2024,Drama,17.02,4.3
Brave New World,Khaled Hosseini,1921,Fiction,25.56,2.2
Harry Potter and the Sorcerer's Stone,Herman Melville,1910,Historical,8.47,2.7
The Alchemist,Suzanne Collins,2022,Drama,20.26,2.1
Pride and Prejudice,Markus Zusak,2019,Sci-Fi,21.28,4.1
The Da Vinci Code,Markus Zusak,1887,Fantasy,9.27,2.9
The Kite Runner,Margaret Atwood,1857,Fiction,17.65,3.2
The Catcher in the Rye,Leo Tolstoy,1950,Sci-Fi,11.37,1.3
The Lord of the Rings,Paulo Coelho,1968,Historical,14.33,3.1
The Lord of the Rings,J.D. Salinger,1936,Sci-Fi,12.21,4.0
The Da Vinci Code,J.K. Rowling,1919,Drama,24.02,2.7
1984,Jane Austen,1874,Fantasy,21.56,4.4
To Kill a Mockingbird,Jane Austen,1860,Fantasy,7.52,3.5
The Great Gatsby,Dan Brown,1928,Fiction,12.61,3.5
To Kill a Mockingbird,Margaret Atwood,1893,Mystery,18.86,1.0
The Girl with the Dragon Tattoo,J.D. Salinger,1961,Romance,29.62,2.3
The Book Thief,Paulo Coelho,1961,Romance,16.52,3.3
Pride and Prejudice,Stieg Larsson,1952,Adventure,25.69,2.1
The Catcher in the Rye,Margaret Atwood,2001,Historical,17.71,2.0
To Kill a Mockingbird,Jane Austen,2016,Fiction,6.44,3.3
The Catcher in the Rye,F. Scott Fitzgerald,1961,Romance,26.29,4.2
The Book Thief,Harper Lee,1854,Fiction,20.17,2.9
The Hunger Games,Margaret Atwood,1912,Drama,24.64,4.0
The Hobbit,Leo Tolstoy,2012,Fantasy,18.94,3.9
Ulysses,Harper Lee,1903,Sci-Fi,24.34,1.7
The Lord of the Rings,James Joyce,1971,Classic,15.93,4.1
1984,Suzanne Collins,1904,Classic,25.49,3.4
The Hobbit,Markus Zusak,1970,Romance,10.21,4.2
To Kill a Mockingbird,J.R.R. Tolkien,1949,Classic,6.54,3.5
The Alchemist,F. Scott Fitzgerald,1877,Mystery,8.85,2.1
1984,J.R.R. Tolkien,1904,Classic,24.44,4.8
The Hunger Games,J.D. Salinger,1880,Mystery,12.72,1.2
Harry Potter and the Sorcerer's Stone,Stieg Larsson,2020,Classic,23.29,4.7
The Great Gatsby,F. Scott Fitzgerald,1877,Drama,10.8,2.5
Brave New World,Margaret Atwood,1941,Sci-Fi,18.71,3.7
The Hobbit,Khaled Hosseini,1852,Romance,7.6,4.8
The Girl with the Dragon Tattoo,Suzanne Collins,1975,Historical,18.26,4.9
Harry Potter and the Sorcerer's Stone,Margaret Atwood,1973,Mystery,17.51,2.2
Brave New World,Markus Zusak,1862,Mystery,12.21,1.6
The Da Vinci Code,Paulo Coelho,2022,Historical,9.91,5.0
The Book Thief,Paulo Coelho,1988,Mystery,13.19,3.8
Ulysses,Khaled Hosseini,1877,Historical,27.78,1.3
Pride and Prejudice,Stieg Larsson,1946,Mystery,12.26,3.1
The Da Vinci Code,Jane Austen,1891,Fantasy,12.47,3.2
The Catcher in the Rye,Herman Melville,1893,Fantasy,28.71,3.9
The Lord of the Rings,Paulo Coelho,1982,Adventure,21.68,3.5
The Alchemist,Harper Lee,1998,Fiction,19.63,1.9
The Kite Runner,Dan Brown,1930,Drama,13.46,2.6
The Lord of the Rings,F. Scott Fitzgerald,1863,Historical,23.18,2.3
The Catcher in the Rye,Herman Melville,2007,Fiction,12.3,4.4
Moby Dick,Markus Zusak,1896,Historical,12.82,4.4
The Great Gatsby,Jane Austen,1944,Fantasy,13.68,3.0
War and Peace,Dan Brown,1968,Adventure,7.15,1.9
The Hunger Games,J.D. Salinger,1932,Classic,16.65,1.3
To Kill a Mockingbird,Stieg Larsson,1915,Romance,20.59,2.6
Moby Dick,Jane Austen,1999,Fantasy,27.12,4.0
The Da Vinci Code,Khaled Hosseini,2004,Fantasy,6.12,4.4
